Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-4Z-AA80;-0,000196550;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-4Z-AA80;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-4Z-AA7R;-2,352752e-11;0
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-2F-A9KO;-0,05386966;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-AA53;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-AA51;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-ZF-AA4W;-2,538941e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-AA4W;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);NRAS;TCGA-ZF-A9RL;-0,05804315;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-ZF-A9RL;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);CUL1;TCGA-ZF-A9RL;-0,002056915;1679616
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-ZF-A9RL;-1,20586e-08;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-ZF-A9RL;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-ZF-A9R7;-0,000958311;1679616
CN loss (-0.6 < CN <= -0.2);ELF3;TCGA-ZF-A9R4;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-ZF-A9R2;-2,352752e-11;1679616
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-ZF-A9R1;-2,352752e-11;1679616
CN loss (-0.6 < CN <= -0.2);CUL1;TCGA-YF-AA3M;-0,002056915;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-YF-AA3L;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);SCARF2;TCGA-XF-AAN3;-0,005845863;1679616
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-XF-AAN3;-2,538941e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-AAN3;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-XF-AAMR;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-AAMQ;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CNOT1;TCGA-XF-AAMG;-0,08089476;1679616
CN loss (-0.6 < CN <= -0.2);THRAP3;TCGA-XF-AAMG;-0,04514966;1679616
CN loss (-0.6 < CN <= -0.2);ERBB3;TCGA-XF-AAMG;-0,03119301;1679616
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-XF-A9T5;-0,02104185;1679616
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-XF-A9T5;-0,000958311;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-A9T3;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A9T3;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-XF-A9SG;-2,352752e-11;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-A9SG;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);ERBB3;TCGA-UY-A9PH;-0,03119301;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-UY-A9PH;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-UY-A9PF;-0,000922686;1679616
CN loss (-0.6 < CN <= -0.2);TXNIP;TCGA-UY-A9PE;-0,03475802;1679616
CN loss (-0.6 < CN <= -0.2);PTEN;TCGA-UY-A9PE;-0,000196550;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-UY-A9PD;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);PARD3;TCGA-UY-A9PA;-0,09809461;1679616
CN loss (-0.6 < CN <= -0.2);ELF3;TCGA-UY-A78O;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-UY-A78O;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);PIK3CA;TCGA-SY-A9G5;-6,77051e-13;1679616
CN loss (-0.6 < CN <= -0.2);ASXL2;TCGA-S5-AA26;-0,000254107;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-PQ-A6FN;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-PQ-A6FN;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-PQ-A6FI;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-PQ-A6FI;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FGFR2;TCGA-PE-A5DE;-0,02072257;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-PE-A5DE;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-PE-A5DE;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-OL-A5RV;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-OL-A5D7;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);STAG2;TCGA-MV-A51V;-4,671652e-12;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-MS-A51U;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-LL-A5YL;-5,29455e-08;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-LC-A66R;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-KQ-A41S;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);HRAS;TCGA-KQ-A41R;-4,157188e-07;1679616
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-KQ-A41R;-2,538941e-12;1679616
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-KQ-A41Q;-2,352752e-11;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-KQ-A41Q;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-KQ-A41P;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-KQ-A41O;-0,02104185;1679616
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-KQ-A41O;-1,20586e-08;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-KQ-A41O;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);MBD1;TCGA-KQ-A41N;-0,004789179;1679616
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-K4-AAQO;-1,20586e-08;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-K4-AAQO;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-K4-A6MB;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-K4-A5RJ;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-K4-A5RJ;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-K4-A5RH;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-K4-A54R;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-K4-A3WV;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-K4-A3WS;-0,000116499;1679616
CN loss (-0.6 < CN <= -0.2);PIK3CA;TCGA-JL-A3YX;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-HQ-A2OF;-0,000116499;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-HQ-A2OF;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RHOA;TCGA-H4-A2HQ;-2,637318e-05;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-GV-A6ZA;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-GV-A6ZA;-0,02104185;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-GV-A6ZA;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-GV-A40G;-0,000922686;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-GV-A3QI;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);THRAP3;TCGA-GV-A3QI;-0,04514966;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-GV-A3JX;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GV-A3JW;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);SCARF2;TCGA-GU-AATP;-0,005845863;1679616
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-GU-AATP;-0,000116499;1679616
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-GU-AATP;-3,781069e-11;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-GU-AATP;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GU-AATP;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-GM-A5PX;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-GM-A5PV;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);MED23;TCGA-GM-A3XN;-0,08951232;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-GM-A3XN;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-GM-A3XL;-0,06352646;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GM-A3XL;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GM-A2DL;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GM-A2DH;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GM-A2DF;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-GI-A2C8;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);STAG2;TCGA-GD-A6C6;-4,671652e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GD-A6C6;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-GD-A2C5;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GC-A6I3;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-GC-A3YS;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GC-A3YS;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-GC-A3WC;-0,000116499;1679616
CN loss (-0.6 < CN <= -0.2);ELF3;TCGA-GC-A3RC;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-G2-AA3F;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-G2-AA3D;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-G2-AA3D;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-G2-AA3B;-0,000116499;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-G2-A3VY;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-G2-A3VY;-0,000196550;1679616
CN loss (-0.6 < CN <= -0.2);PTEN;TCGA-G2-A3VY;-0,000196550;1679616
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-G2-A3VY;-2,538941e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-G2-A2EJ;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CNOT1;TCGA-FT-A61P;-0,08089476;1679616
CN loss (-0.6 < CN <= -0.2);FGFR3;TCGA-FJ-A3ZF;-1,451597e-10;1679616
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-FJ-A3ZF;-3,781069e-11;1679616
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-FD-A6TE;-3,781069e-11;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-FD-A6TC;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-FD-A6TC;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-FD-A6TA;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-FD-A5C1;-2,352752e-11;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-FD-A5C1;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);HES1;TCGA-FD-A5BU;-0,03029985;1679616
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-FD-A5BR;-0,000196550;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A5BR;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);NRAS;TCGA-FD-A43P;-0,05804315;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-FD-A43P;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A43P;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FOXA1;TCGA-FD-A43N;-1,219883e-06;1679616
CN loss (-0.6 < CN <= -0.2);THRAP3;TCGA-FD-A3SN;-0,04514966;1679616
CN loss (-0.6 < CN <= -0.2);ERBB2;TCGA-FD-A3SN;-0,01710818;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A3NA;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);GPS2;TCGA-EW-A3E8;-3,338429e-07;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-EW-A3E8;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-EW-A1PE;-0,06352646;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-EW-A1PA;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-EW-A1P4;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-EW-A1OY;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-EW-A1J5;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-EW-A1J5;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-EW-A1J2;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-EW-A1J2;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-EW-A1IY;-4,002835e-06;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-EW-A1IW;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A5FL;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E9-A3X8;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-E9-A249;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-E9-A227;-4,002835e-06;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1RH;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-E9-A1RF;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);PIK3CA;TCGA-E9-A1RE;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-E9-A1R0;-4,002835e-06;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-E9-A1NH;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1ND;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1N9;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1N5;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-E7-A85H;-0,02104185;1679616
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-E7-A6ME;-1,20586e-08;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-E7-A6ME;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E7-A6ME;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-E5-A4U1;-0,02104185;1679616
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-E5-A4U1;-0,000196550;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E5-A4U1;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-E2-A574;-0,06352646;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A1LG;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-E2-A1LA;-5,29455e-08;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E2-A1L8;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A1IO;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TBX3;TCGA-E2-A1IJ;-1,454685e-06;1679616
CN loss (-0.6 < CN <= -0.2);PTEN;TCGA-E2-A1IH;-2,433787e-11;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E2-A1IH;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);MED23;TCGA-E2-A1BC;-0,08951232;1679616
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-E2-A1BC;-0,00196304;1679616
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-E2-A1BC;-6,454328e-09;1679616
CN loss (-0.6 < CN <= -0.2);GPS2;TCGA-E2-A15I;-3,338429e-07;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A15E;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-E2-A153;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A152;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A150;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A14Y;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A14X;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);FGFR2;TCGA-E2-A14W;-0,02072257;1679616
CN loss (-0.6 < CN <= -0.2);GATA3;TCGA-E2-A14T;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A14R;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E2-A10F;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E2-A107;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);STAG2;TCGA-DK-AA71;-4,671652e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-AA6X;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-AA6U;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);METTL3;TCGA-DK-AA6S;-0,01220648;1679616
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-DK-AA6R;-1,20586e-08;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-AA6R;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);SCARF2;TCGA-DK-AA6P;-0,005845863;1679616
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-DK-AA6M;-3,781069e-11;1679616
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-DK-AA6M;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);KDM6A;TCGA-DK-A6B5;-8,704942e-13;1679616
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-DK-A3X1;-0,05386966;1679616
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-DK-A3X1;-2,538941e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A3X1;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);CNOT1;TCGA-DK-A2I1;-0,08089476;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A2I1;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A1AD;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);METTL3;TCGA-DK-A1AC;-0,01220648;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-DK-A1A6;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A3Z6;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A3Z5;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A27V;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A27T;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A27N;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A27M;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-D8-A27G;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A27G;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1XZ;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-D8-A1XY;-6,454328e-09;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1XT;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-D8-A1XS;-2,028155e-12;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A1XO;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);MED23;TCGA-D8-A1XM;-0,08951232;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1XL;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);MYH9;TCGA-D8-A1XK;-0,06053351;1679616
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-D8-A1XK;-0,00196304;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1XJ;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1X5;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TPP2;TCGA-D8-A1JT;-0,08620584;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-D8-A1JK;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1JK;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-D8-A1JJ;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1JJ;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1JG;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-D8-A1JD;-0,000351306;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-D8-A1JD;-5,29455e-08;1679616
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-D8-A1JC;-4,002835e-06;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A1J9;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-D8-A1J8;-0,00196304;1679616
CN loss (-0.6 < CN <= -0.2);SPEN;TCGA-D8-A1J8;-0,00116854;1679616
CN loss (-0.6 < CN <= -0.2);PTEN;TCGA-D8-A1J8;-2,433787e-11;1679616
CN loss (-0.6 < CN <= -0.2);PIK3CA;TCGA-D8-A1J8;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);GATA3;TCGA-D8-A1J8;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-D8-A147;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-CU-A3KJ;-3,781069e-11;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-CU-A3KJ;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-CU-A3KJ;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-CF-A9FF;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-CF-A9FF;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-CF-A47X;-0,000922686;1679616
CN loss (-0.6 < CN <= -0.2);KRAS;TCGA-CF-A47X;-1,578984e-06;1679616
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-CF-A47S;-0,05242592;1679616
CN loss (-0.6 < CN <= -0.2);HRAS;TCGA-CF-A3MI;-4,157188e-07;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-CF-A3MG;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-CF-A1HS;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);RAI1;TCGA-CF-A1HR;-0,06793681;1679616
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-CF-A1HR;-3,836622e-12;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-CF-A1HR;-5,077883e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A27B;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A278;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A275;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-C8-A274;-8,112622e-13;1679616
CN loss (-0.6 < CN <= -0.2);EYS;TCGA-C8-A26Y;-0,0443534;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A26X;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A26W;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);IRS4;TCGA-C8-A1HO;-0,03207077;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A1HM;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);GATA3;TCGA-C8-A1HI;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A1HG;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);RUNX1;TCGA-C8-A1HF;-3,676032e-11;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A1HF;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A135;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-C8-A134;-4,002835e-06;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A134;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A12Z;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TPP2;TCGA-C8-A12T;-0,08620584;1679616
