Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0215;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0214;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CTCF;BRCA-METABRIC-S1-MB-0207;-4,002835e-06;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0207;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0207;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0206;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0202;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0201;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0198;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0198;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0194;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0194;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0194;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0193;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDKN1B;BRCA-METABRIC-S1-MB-0192;-2,00544e-09;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0181;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0180;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;BRCA-METABRIC-S1-MB-0176;-0,06053351;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0174;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NF1;BRCA-METABRIC-S1-MB-0172;-0,00196304;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0172;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0171;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0168;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0166;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;BRCA-METABRIC-S1-MB-0164;-0,06053351;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0164;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RUNX1;BRCA-METABRIC-S1-MB-0162;-3,676032e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0162;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0157;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0154;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NF1;BRCA-METABRIC-S1-MB-0152;-0,00196304;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0152;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0152;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0150;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0150;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MYH9;BRCA-METABRIC-S1-MB-0148;-0,06053351;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0148;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDH1;BRCA-METABRIC-S1-MB-0145;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0145;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0139;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDH1;BRCA-METABRIC-S1-MB-0138;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;BRCA-METABRIC-S1-MB-0136;-0,002870831;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0136;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0133;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0133;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);NCOR1;BRCA-METABRIC-S1-MB-0128;-0,000351306;1679616
No change (-0.2 < CN < 0.2);CBFB;BRCA-METABRIC-S1-MB-0128;-2,028155e-12;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0128;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0127;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TBX3;BRCA-METABRIC-S1-MB-0125;-1,454685e-06;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0125;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0124;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CBFB;BRCA-METABRIC-S1-MB-0122;-2,028155e-12;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0122;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0122;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0121;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDH1;BRCA-METABRIC-S1-MB-0117;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);GPS2;BRCA-METABRIC-S1-MB-0116;-3,338429e-07;1679616
No change (-0.2 < CN < 0.2);CDH1;BRCA-METABRIC-S1-MB-0116;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0114;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);FBXW7;BRCA-METABRIC-S1-MB-0111;-0,06352646;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0111;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP2K4;BRCA-METABRIC-S1-MB-0107;-6,454328e-09;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0107;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0106;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0106;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0106;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);CDH1;BRCA-METABRIC-S1-MB-0101;-8,112622e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0093;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0093;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);SF3B1;BRCA-METABRIC-S1-MB-0081;-0,002870831;1679616
No change (-0.2 < CN < 0.2);ARID1A;BRCA-METABRIC-S1-MB-0081;-5,29455e-08;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0068;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0066;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);RB1;BRCA-METABRIC-S1-MB-0062;-2,039145e-06;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0062;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PTEN;BRCA-METABRIC-S1-MB-0060;-2,433787e-11;1679616
No change (-0.2 < CN < 0.2);SF3B1;BRCA-METABRIC-S1-MB-0056;-0,002870831;1679616
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-0056;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0056;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-0039;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0014;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-0006;-4,567e-13;1679616
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-0002;-4,567e-13;1679616
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-ZF-AA54;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-AA54;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ERBB3;TCGA-ZF-AA4U;-0,03119301;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-ZF-AA4T;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-ZF-AA4T;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-AA4T;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-ZF-AA4N;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-ZF-A9RN;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);FGFR3;TCGA-ZF-A9RE;-1,451597e-10;0
CN loss (-0.6 < CN <= -0.2);KLF5;TCGA-ZF-A9R9;-0,000196550;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-ZF-A9R0;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-AAN7;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-XF-AAN2;-0,000958311;0
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-XF-AAN2;-3,781069e-11;0
CN loss (-0.6 < CN <= -0.2);ELF3;TCGA-XF-AAN2;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-AAN0;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-AAMX;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);HRAS;TCGA-XF-AAMW;-4,157188e-07;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-XF-AAMT;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-AAMT;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FAM47C;TCGA-XF-AAML;-0,01191107;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-AAML;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-AAMJ;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A9SZ;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-XF-A9SX;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-XF-A9SX;-3,781069e-11;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-A9SX;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A9SX;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-XF-A9SW;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-XF-A9SV;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);ERCC2;TCGA-XF-A9ST;-1,092379e-09;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A9ST;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-XF-A9SK;-0,05386966;0
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-XF-A9SK;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A9SK;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FGFR3;TCGA-XF-A9SJ;-1,451597e-10;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-XF-A8HH;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);METTL3;TCGA-UY-A78M;-0,01220648;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-UY-A78M;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-PE-A5DC;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-OL-A66K;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-OL-A5D6;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);CUL1;TCGA-K4-A5RI;-0,002056915;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-K4-A5RI;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-K4-A4AC;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-HQ-A5ND;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-GV-A40E;-0,02104185;0
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-GV-A40E;-2,538941e-12;0
CN loss (-0.6 < CN <= -0.2);NFE2L2;TCGA-GU-AATQ;-0,001794759;0
CN loss (-0.6 < CN <= -0.2);RHOA;TCGA-GU-A767;-2,637318e-05;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GU-A767;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-GU-A762;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GU-A762;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-GU-A42Q;-0,000958311;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-GU-A42Q;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-GC-A3BM;-2,538941e-12;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-G2-A3IE;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-G2-A2EO;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-G2-A2EO;-2,538941e-12;0
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-G2-A2EO;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-G2-A2EO;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ERCC2;TCGA-FJ-A3ZE;-1,092379e-09;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-FD-A6TH;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A6TD;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RAI1;TCGA-FD-A62P;-0,06793681;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-FD-A62O;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-FD-A5BZ;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);CDKN2A;TCGA-FD-A5BV;-2,538941e-12;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A5BV;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-FD-A3SR;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-FD-A3SQ;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-FD-A3SQ;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-FD-A3SO;-3,781069e-11;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A3SO;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TSC1;TCGA-FD-A3SM;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-FD-A3SJ;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ERBB3;TCGA-FD-A3B6;-0,03119301;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-FD-A3B6;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ATM;TCGA-FD-A3B5;-0,02104185;0
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-FD-A3B5;-0,000922686;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1RB;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-E9-A1NF;-0,000351306;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E9-A1NF;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FOXQ1;TCGA-E7-A97Q;-0,01160921;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E7-A97Q;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);FOXQ1;TCGA-E7-A97P;-0,01160921;0
CN loss (-0.6 < CN <= -0.2);CNOT1;TCGA-E7-A541;-0,08089476;0
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-E7-A541;-0,000922686;0
CN loss (-0.6 < CN <= -0.2);SPTAN1;TCGA-E7-A3X6;-0,05242592;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-E5-A4TZ;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-E5-A4TZ;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E5-A4TZ;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-E2-A2P5;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A2P5;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A1LE;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-E2-A15M;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-DK-AA75;-0,000196550;0
CN loss (-0.6 < CN <= -0.2);KDM6A;TCGA-DK-AA6W;-8,704942e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-AA6L;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-DK-A3X2;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-DK-A3IV;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A3IV;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-DK-A3IQ;-0,000922686;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A3IL;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);CDKN1A;TCGA-DK-A2HX;-2,352752e-11;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A1AB;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-DK-A1A5;-3,781069e-11;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-DK-A1A5;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-DK-A1A3;-0,05386966;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-DK-A1A3;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);IL1RAP;TCGA-D8-A1Y1;-0,03889325;0
CN loss (-0.6 < CN <= -0.2);SPEN;TCGA-D8-A1Y1;-0,00116854;0
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-D8-A1Y1;-6,454328e-09;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-D8-A1Y1;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);PIK3CA;TCGA-D8-A1Y1;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-CU-A0YR;-0,000958311;0
CN loss (-0.6 < CN <= -0.2);ERBB2;TCGA-C8-A3M7;-0,002898264;0
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-C8-A3M7;-0,00196304;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-C8-A3M7;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-C8-A12Q;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-BT-A42B;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);ARID1B;TCGA-BT-A3PH;-0,05386966;0
CN loss (-0.6 < CN <= -0.2);HRAS;TCGA-BT-A3PH;-4,157188e-07;0
CN loss (-0.6 < CN <= -0.2);PSIP1;TCGA-BT-A2LB;-0,000196550;0
CN loss (-0.6 < CN <= -0.2);FAT1;TCGA-BT-A2LB;-0,000116499;0
CN loss (-0.6 < CN <= -0.2);FOXA1;TCGA-BT-A2LB;-1,219883e-06;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BT-A2LB;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BT-A20X;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-BT-A20R;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BT-A20N;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);ARID1A;TCGA-BT-A20J;-3,836622e-12;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BT-A20J;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);RB1;TCGA-BL-A3JM;-5,077883e-13;0
CN loss (-0.6 < CN <= -0.2);NUDT11;TCGA-BL-A13J;-0,003204149;0
CN loss (-0.6 < CN <= -0.2);RBM10;TCGA-BL-A13J;-0,001178105;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-BH-A209;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A203;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A1FN;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);EYS;TCGA-BH-A1FM;-0,0443534;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A1FE;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A1F6;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A1F2;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-BH-A1EY;-6,454328e-09;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A1EY;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A18V;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A18U;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FOXA1;TCGA-BH-A18T;-1,41354e-07;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A18T;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-BH-A18Q;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);CBFB;TCGA-BH-A0EA;-2,028155e-12;0
CN loss (-0.6 < CN <= -0.2);CASZ1;TCGA-BH-A0C1;-0,04421066;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-BH-A0C1;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);MUC6;TCGA-BH-A0BP;-0,02676936;0
CN loss (-0.6 < CN <= -0.2);CTCF;TCGA-BH-A0BP;-4,002835e-06;0
CN loss (-0.6 < CN <= -0.2);RAB42;TCGA-B6-A0WX;-0,00711718;0
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-B6-A0RH;-6,454328e-09;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-B6-A0RH;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-B6-A0IP;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-B6-A0IK;-0,00196304;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-B6-A0IK;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-B6-A0IE;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-B6-A0IB;-0,00196304;0
CN loss (-0.6 < CN <= -0.2);MAP2K4;TCGA-B6-A0IB;-6,454328e-09;0
CN loss (-0.6 < CN <= -0.2);SP3;TCGA-B6-A0I9;-0,01962505;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-B6-A0I9;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-AR-A5QQ;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FRMPD2;TCGA-AR-A256;-0,06569993;0
CN loss (-0.6 < CN <= -0.2);FBXW7;TCGA-AR-A256;-0,06352646;0
CN loss (-0.6 < CN <= -0.2);GPRIN2;TCGA-AR-A256;-0,000467355;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-AR-A256;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-AR-A1AR;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-AR-A0U2;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FOXA1;TCGA-AC-A3EH;-1,41354e-07;0
CN loss (-0.6 < CN <= -0.2);FRMPD2;TCGA-AC-A2QJ;-0,06569993;0
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-AC-A23H;-0,00196304;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-A8-A09X;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A8-A09X;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);ERBB2;TCGA-A8-A06X;-0,002898264;0
CN loss (-0.6 < CN <= -0.2);NF1;TCGA-A8-A06X;-0,00196304;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A8-A06U;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A2-A0YT;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A2-A0SW;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);PTEN;TCGA-A2-A0SV;-2,433787e-11;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A2-A0SV;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);NCOR1;TCGA-A2-A0CO;-0,000351306;0
CN loss (-0.6 < CN <= -0.2);CDH1;TCGA-A2-A0CO;-8,112622e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A2-A0CM;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A2-A04P;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);TP53;TCGA-A1-A0SK;-4,567e-13;0
CN loss (-0.6 < CN <= -0.2);FAM47C;TCGA-5N-A9KI;-0,01191107;0
CN loss (-0.6 < CN <= -0.2);CREBBP;TCGA-4Z-AA81;-1,20586e-08;0
CN loss (-0.6 < CN <= -0.2);EP300;TCGA-4Z-AA81;-3,781069e-11;0
CN loss (-0.6 < CN <= -0.2);RAI1;TCGA-4Z-AA80;-0,06793681;0
CN loss (-0.6 < CN <= -0.2);RXRA;TCGA-4Z-AA80;-0,000922686;0
